name,id,alias,image_url,is_closed,url,review_count,categories,rating,coordinates_latitude,coordinates_longitude,transactions_delivery,transactions_pickup,transactions_restaurant_reservation,price,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,display_address,phone,display_phone,distance
Brasa Roja,ToVDS0YPKcK1Y8Ww3r7ccA,brasa-roja-chicago-3,https://s3-media1.fl.yelpcdn.com/bphoto/hW0SmovCKQwhePS640F8Zw/o.jpg,False,https://www.yelp.com/biz/brasa-roja-chicago-3?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,297,latin | Latin American,4.0,41.9613992330456,-87.7067254776816,True,False,False,$,3120 W Montrose Ave,,,Chicago,60618,US,IL,"3120 W Montrose Ave, Chicago, IL 60618",+17738662252,(773) 866-2252,1440.0467589599875
The Bad Apple,GEpXn9rtTMtIj5NsGFiNQw,the-bad-apple-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/mD9OHaj1gy0MWcIusQkPSQ/o.jpg,False,https://www.yelp.com/biz/the-bad-apple-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1549,"burgers | Burgers, beerbar | Beer Bar, tradamerican | American (Traditional)",4.0,41.959767,-87.682822,True,True,False,$$,4300 N Lincoln Ave,,,Chicago,60618,US,IL,"4300 N Lincoln Ave, Chicago, IL 60618",+17733608406,(773) 360-8406,3328.7780383979803
Goosefoot,rgaoVm01HFYC292weFuTXA,goosefoot-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/iE4ZQ8wpBGCQDdLQCssqMA/o.jpg,False,https://www.yelp.com/biz/goosefoot-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,293,newamerican | American (New),4.5,41.9686849,-87.6960164,False,False,False,$$$$,2656 W Lawrence Ave,,,Chicago,60625,US,IL,"2656 W Lawrence Ave, Chicago, IL 60625",+17739427547,(773) 942-7547,2101.2942325854865
Nazareth Sweets,T2-p1UdreCBSBaMdhGF1ZQ,nazareth-sweets-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/JNboSOamldqyX-Izvmv-yA/o.jpg,False,https://www.yelp.com/biz/nazareth-sweets-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,129,"bakeries | Bakeries, desserts | Desserts",4.5,41.970206,-87.744018,True,False,False,$,4938 N Elston Ave,,,Chicago,60630,US,IL,"4938 N Elston Ave, Chicago, IL 60630",+17734632457,(773) 463-2457,1883.2287227545878
Honey Butter Fried Chicken,eUlykGltBGH0RC5lkwx2eg,honey-butter-fried-chicken-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/6FbLGMFzbN2X99x_Yvp70g/o.jpg,False,https://www.yelp.com/biz/honey-butter-fried-chicken-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,1948,"chickenshop | Chicken Shop, hotdogs | Fast Food, breakfast_brunch | Breakfast & Brunch",4.0,41.9426,-87.702751,True,False,False,$$,3361 N Elston Ave,,,Chicago,60618,US,IL,"3361 N Elston Ave, Chicago, IL 60618",+17734784000,(773) 478-4000,3257.9758968239134
First Slice,0jxO2gCuNI6rTz9R1xHBig,first-slice-chicago-4,https://s3-media2.fl.yelpcdn.com/bphoto/909hqdt-XFGCoCssuJNIfQ/o.jpg,False,https://www.yelp.com/biz/first-slice-chicago-4?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,118,"newamerican | American (New), cafes | Cafes",4.5,41.9661744,-87.7010771,True,True,False,$,4664 N Manor Ave,,,Chicago,60625,US,IL,"4664 N Manor Ave, Chicago, IL 60625",+17732670169,(773) 267-0169,1695.860269804792
Old Irving Brewing,rPp8L8pwkNwepgPRVBy99g,old-irving-brewing-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/5vxPcHTi7bmN-_z_Xog3qw/o.jpg,False,https://www.yelp.com/biz/old-irving-brewing-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,480,"breweries | Breweries, newamerican | American (New), burgers | Burgers",4.0,41.9606817809204,-87.7393777788835,False,False,False,$$,4419 W Montrose Ave,,,Chicago,60641,US,IL,"4419 W Montrose Ave, Chicago, IL 60641",+17739166421,(773) 916-6421,1719.4950519254166
Longman & Eagle,m5_GCJP2W4zEJnyVgxa3eA,longman-and-eagle-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/Rr6wxK-R6RUpnTKxzcKibQ/o.jpg,False,https://www.yelp.com/biz/longman-and-eagle-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,2400,"gastropubs | Gastropubs, whiskeybars | Whiskey Bars",4.0,41.930156679293,-87.707222394898,True,True,False,$$,2657 N Kedzie Ave,,,Chicago,60647,US,IL,"2657 N Kedzie Ave, Chicago, IL 60647",+17732767110,(773) 276-7110,4411.855747283137
Peking Mandarin,4xQ7x-Td1nFshx7J0Bd6pw,peking-mandarin-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/7XyIIbxwIeoRhdTLrSQNYQ/o.jpg,False,https://www.yelp.com/biz/peking-mandarin-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,170,"chinese | Chinese, korean | Korean",4.0,41.9682451,-87.7151227,True,False,False,$,3459 W Lawrence Ave,,,Chicago,60625,US,IL,"3459 W Lawrence Ave, Chicago, IL 60625",+17734785338,(773) 478-5338,473.2809197580653
Nighthawk Chicago,c6OdRqy27yCotf6B5hSoww,nighthawk-chicago-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/9YBH6qYrekcTYynNk4mEyQ/o.jpg,False,https://www.yelp.com/biz/nighthawk-chicago-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,101,"coffee | Coffee & Tea, bars | Bars",4.5,41.967905,-87.713583,False,False,False,$$,4744 N Kimball Ave,,,Chicago,60625,US,IL,"4744 N Kimball Ave, Chicago, IL 60625",+18728888361,(872) 888-8361,646.0130343341854
Jimmy's Pizza Café,0ZENqrACvQ4tiMvFEkgVPg,jimmys-pizza-café-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/vRrDrjdBYEQifinUtkMIig/o.jpg,False,https://www.yelp.com/biz/jimmys-pizza-caf%C3%A9-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,611,"pizza | Pizza, cafes | Cafes",4.5,41.9757474517431,-87.6921836227971,True,True,False,$,5159 N Lincoln Ave,,,Chicago,60625,US,IL,"5159 N Lincoln Ave, Chicago, IL 60625",+17732936992,(773) 293-6992,2546.6824604880685
