id,name,area,alias,image_url,is_closed,url,review_count,categories,rating,coordinates_latitude,coordinates_longitude,transactions_delivery,transactions_pickup,transactions_restaurant_reservation,price,location_address1,location_address2,location_address3,location_city,location_zip_code,location_country,location_state,display_address,phone,display_phone,distance
-8sRHGkXI2GyXxBQUR6ySw,Gene's Sausage Shop & Delicatessen,Ravenswood,genes-sausage-shop-and-delicatessen-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/KKP00oUUGQBul_Zh5AqEoA/o.jpg,False,https://www.yelp.com/biz/genes-sausage-shop-and-delicatessen-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,483,"meats | Meat Shops, grocery | Grocery, wine_bars | Wine Bars",4.0,41.96782,-87.68833,True,False,False,$$,4750 N Lincoln Ave,,,Chicago,60625,US,IL,"4750 N Lincoln Ave, Chicago, IL 60625",+17737287243,(773) 728-7243,310.3793177681375
-9ZL6gkZUaWPDZqqCglfKw,Old School Tavern & Grill,Galewood,old-school-tavern-and-grill-forest-park,https://s3-media1.fl.yelpcdn.com/bphoto/W8fXEIlpJsdTaOahCq3J2Q/o.jpg,False,https://www.yelp.com/biz/old-school-tavern-and-grill-forest-park?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,75,"sportsbars | Sports Bars, tradamerican | American (Traditional)",4.0,41.88295,-87.81232,True,False,False,$$,201 Des Plaines Ave,,,Forest Park,60130,US,IL,"201 Des Plaines Ave, Forest Park, IL 60130",+17087713663,(708) 771-3663,4218.875702028512
-AguIesH7dbR6tKvBlKREw,JJ Sausage Maxwell Street,Chatham,jj-sausage-maxwell-street-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/Gxcy0IgVLRTtpOoga8_Lag/o.jpg,False,https://www.yelp.com/biz/jj-sausage-maxwell-street-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,5,newamerican | American (New),3.0,41.7223313,-87.6252138,True,False,False,,9440 S Lafayette Ave,,,Chicago,60620,US,IL,"9440 S Lafayette Ave, Chicago, IL 60620",,,1938.6433047949267
-ByJHjkErshVy8J006aQsg,EZ Inn,Ukrainian Village,ez-inn-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/lgNOk40de8ptYDKSnEQLsg/o.jpg,False,https://www.yelp.com/biz/ez-inn-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,62,bars | Bars,4.5,41.8982104,-87.6865939,False,False,False,$,921 N Western Ave,,,Chicago,60622,US,IL,"921 N Western Ave, Chicago, IL 60622",+17736987372,(773) 698-7372,799.4913809157182
-C_O2sunRZD_sgWtCIpuAQ,Cellars Bar and Grill,Edgewater,cellars-bar-and-grill-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/iMK0Pkqe5RKWURLVYNKYQA/o.jpg,False,https://www.yelp.com/biz/cellars-bar-and-grill-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,582,"breakfast_brunch | Breakfast & Brunch, bars | Bars, tradamerican | American (Traditional)",4.0,41.98922,-87.66065,True,True,False,$$,5900 N Broadway,,,Chicago,60660,US,IL,"5900 N Broadway, Chicago, IL 60660",+17739441208,(773) 944-1208,210.8844463101225
-DM-P3ZYsK__U7OZkmc-0w,Pressed,Forest Glen,pressed-skokie,https://s3-media1.fl.yelpcdn.com/bphoto/Dvrti8ZIVKgLLHNDfENIYg/o.jpg,False,https://www.yelp.com/biz/pressed-skokie?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,89,"sandwiches | Sandwiches, cafes | Cafes, coffee | Coffee & Tea",4.5,42.02564,-87.74984,True,True,False,$$,4845 Oakton St,,,Skokie,60077,US,IL,"4845 Oakton St, Skokie, IL 60077",+12242517649,(224) 251-7649,3536.324318844924
-DXJe-C-7jl0j88A31x_ow,Sawa's Old Warsaw Restaurant,Garfield Ridge,sawas-old-warsaw-restaurant-broadview,https://s3-media1.fl.yelpcdn.com/bphoto/xFNRUzr9AqiD-NGKyPzP6Q/o.jpg,False,https://www.yelp.com/biz/sawas-old-warsaw-restaurant-broadview?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,195,"polish | Polish, buffets | Buffets",3.5,41.84976,-87.85308,True,True,False,$$,9200 W Cermak Rd,,,Broadview,60155,US,IL,"9200 W Cermak Rd, Broadview, IL 60155",+17083439040,(708) 343-9040,8764.997405230963
-ECYftCdZfNl27mwyMle1w,McDonald's,West Pullman,mcdonalds-calumet-park,https://s3-media4.fl.yelpcdn.com/bphoto/E4_Pb4it3Mk1xGaHzStxqA/o.jpg,False,https://www.yelp.com/biz/mcdonalds-calumet-park?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,9,"hotdogs | Fast Food, burgers | Burgers, coffee | Coffee & Tea",1.5,41.662558990473,-87.6614677906036,True,False,False,$,12700 S Ashland,,,Calumet Park,60827,US,IL,"12700 S Ashland, Calumet Park, IL 60827",+17083886114,(708) 388-6114,2275.5102542723953
-EdydGwbdaqcDFBpaMNYbQ,The Little India,Edgewater,the-little-india-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/MOTFh40ApfSQ7USZHtN62g/o.jpg,False,https://www.yelp.com/biz/the-little-india-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,261,"indpak | Indian, pakistani | Pakistani, vegan | Vegan",3.5,41.9834136962891,-87.6584548950195,True,True,False,$$,1109 W Bryn Mawr Ave,,,Chicago,60660,US,IL,"1109 W Bryn Mawr Ave, Chicago, IL 60660",+17737287012,(773) 728-7012,459.6821736369008
-EisoQo3_VyvCCuHJNOzcA,Di's Den,Portage Park,dis-den-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/N-DV1xOYn467C5LNaVI1Pg/o.jpg,False,https://www.yelp.com/biz/dis-den-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,20,divebars | Dive Bars,4.5,41.95362,-87.75492,False,False,False,$,5100 W Irving Park Rd,,,Chicago,60641,US,IL,"5100 W Irving Park Rd, Chicago, IL 60641",+17737367170,(773) 736-7170,732.5284910786406
-GKwET2ZmFnCVEngEa2tDA,Panera Bread,Greektown,panera-bread-chicago-15,https://s3-media4.fl.yelpcdn.com/bphoto/qmzLW5mfalZtRvcsN-mwoA/o.jpg,False,https://www.yelp.com/biz/panera-bread-chicago-15?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,2,"sandwiches | Sandwiches, salad | Salad, soup | Soup",4.0,41.8768990777506,-87.6428853,False,False,False,,600 W Van Buren St,Ste 102,,Chicago,60607,US,IL,"600 W Van Buren St, Ste 102, Chicago, IL 60607",+13125758502,(312) 575-8502,441.8267344308483
-GNOgl4PjT_Pn4owlbhF1w,Panino's Pizzeria,Edison Park,paninos-pizzeria-park-ridge,https://s3-media2.fl.yelpcdn.com/bphoto/olZFEKVebVlb1FcpS3-OCw/o.jpg,False,https://www.yelp.com/biz/paninos-pizzeria-park-ridge?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,123,"pizza | Pizza, italian | Italian",4.0,42.0094725,-87.8332239,True,True,False,$$,28 S Fairview Ave,,,Park Ridge,60068,US,IL,"28 S Fairview Ave, Park Ridge, IL 60068",+18478233450,(847) 823-3450,1590.337773328744
-GiApkLFH7P777PmgXUhQw,Diana's,Humboldt Park,dianas-chicago-2,https://s3-media2.fl.yelpcdn.com/bphoto/VmUwXrMU8y7qIsraKdnsiA/o.jpg,False,https://www.yelp.com/biz/dianas-chicago-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,51,"newamerican | American (New), puertorican | Puerto Rican",4.5,41.89938,-87.69961,True,True,False,$,1000 N Francisco Ave,,,Chicago,60622,US,IL,"1000 N Francisco Ave, Chicago, IL 60622",+17732359218,(773) 235-9218,1385.5418989514114
-GotBwOyzMiLneAbu856ww,Courageous Bakery & Cafe,Austin,courageous-bakery-and-cafe-oak-park-2,https://s3-media2.fl.yelpcdn.com/bphoto/W_NPfG0UzUhrm-jXuj8L3A/o.jpg,False,https://www.yelp.com/biz/courageous-bakery-and-cafe-oak-park-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,166,"bakeries | Bakeries, breakfast_brunch | Breakfast & Brunch, sandwiches | Sandwiches",4.0,41.888777,-87.794314,True,True,False,$$,736 Lake St,,,Oak Park,60301,US,IL,"736 Lake St, Oak Park, IL 60301",+17088942253,(708) 894-2253,2833.5314200948787
-HqkUZg3tu-ZAV1RhdzXHQ,Tacotlan,Hermosa,tacotlan-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/nUZ2CKO2CosfeYZezVZXeQ/o.jpg,False,https://www.yelp.com/biz/tacotlan-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,95,mexican | Mexican,5.0,41.92469,-87.73466,True,True,False,$,4312 W Fullerton Ave,,,Chicago,60639,US,IL,"4312 W Fullerton Ave, Chicago, IL 60639",+17736665259,(773) 666-5259,378.09875062908395
-Hv2x9n4S1rXR2p9qO-0ug,All Inn,Edison Park,all-inn-morton-grove-2,https://s3-media3.fl.yelpcdn.com/bphoto/1JYeTSULD9rPReElZ4hrAw/o.jpg,False,https://www.yelp.com/biz/all-inn-morton-grove-2?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,28,sportsbars | Sports Bars,4.5,42.0407419567783,-87.7693691317941,False,False,False,$,5707 W Dempster St,,,Morton Grove,60053,US,IL,"5707 W Dempster St, Morton Grove, IL 60053",+12242518618,(224) 251-8618,5177.004449543255
-KQhIwUrOzFINTtusScZ2g,The Sports Corner Bar & Grill,Wrigleyville,the-sports-corner-bar-and-grill-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/FnyOQF39cjLqiKj9_3Hl8A/o.jpg,False,https://www.yelp.com/biz/the-sports-corner-bar-and-grill-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,173,"tradamerican | American (Traditional), chicken_wings | Chicken Wings, sportsbars | Sports Bars",3.0,41.9473722127298,-87.6541649622844,True,True,False,$$,956 W Addison St,,,Chicago,60613,US,IL,"956 W Addison St, Chicago, IL 60613",+17739291441,(773) 929-1441,441.2303706598614
-KZsoQtr3e-md07sj0UQzQ,The Crepe Shop,Lakeview,the-crepe-shop-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/wRlZ_If7YXbCPNmQ4geb3Q/o.jpg,False,https://www.yelp.com/biz/the-crepe-shop-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,346,"creperies | Creperies, coffee | Coffee & Tea, breakfast_brunch | Breakfast & Brunch",5.0,41.9359199,-87.6444967,True,True,False,$,2934 N Broadway St,,,Chicago,60657,US,IL,"2934 N Broadway St, Chicago, IL 60657",+17738570018,(773) 857-0018,1466.9530658721621
-LJayGlySYnQ8z2VvZyFNw,Little Vietnam,Edgewater,little-vietnam-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/DmbpxkfoZnTvs0N98TEDKQ/o.jpg,False,https://www.yelp.com/biz/little-vietnam-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,338,vietnamese | Vietnamese,4.5,41.9837803,-87.6593784,True,False,False,$,1132 W Bryn Mawr Ave,,,Chicago,60640,US,IL,"1132 W Bryn Mawr Ave, Chicago, IL 60640",+17739440999,(773) 944-0999,405.1240404529775
-LkLMhNfhLNbzJONobq6FQ,Out of Bounds Chicken & Fish,West Garfield Park,out-of-bounds-chicken-and-fish-chicago,https://s3-media2.fl.yelpcdn.com/bphoto/DtxAiJal2ODD-tarxE0hDw/o.jpg,False,https://www.yelp.com/biz/out-of-bounds-chicken-and-fish-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,5,"chicken_wings | Chicken Wings, burgers | Burgers, fishnchips | Fish & Chips",5.0,41.8730804206784,-87.7454591831871,True,False,False,,4813 W Harrison St,,,Chicago,60644,US,IL,"4813 W Harrison St, Chicago, IL 60644",+17734137080,(773) 413-7080,1161.2341553376589
-MdaMqDSZDvNKoBIlDGlTQ,Las Palmas,Wicker Park,las-palmas-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/Ymw4IToh15ntAFHZzjXQMg/o.jpg,False,https://www.yelp.com/biz/las-palmas-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,677,"mexican | Mexican, latin | Latin American",4.0,41.910266,-87.673935,True,True,False,$$,1835 W North Ave,,,Chicago,60622,US,IL,"1835 W North Ave, Chicago, IL 60622",+17732894991,(773) 289-4991,303.62783742600544
-NLBAIP5O8BYqbPg0toNog,El Habanero,Logan Square,el-habanero-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/WINTMgoCNqtaBWw8epaUWA/o.jpg,False,https://www.yelp.com/biz/el-habanero-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,457,mexican | Mexican,4.5,41.92496,-87.71099,False,False,False,$$,3300 W Fullerton Ave,,,Chicago,60647,US,IL,"3300 W Fullerton Ave, Chicago, IL 60647",+17732279225,(773) 227-9225,237.38841856968205
-NXMRY4erlpZEfUhzZScYg,Bob-O's Hot Dogs,O'Hare,bobos-hot-dogs-chicago,https://s3-media3.fl.yelpcdn.com/bphoto/9GULhU343Q-cim7VLI7wng/o.jpg,False,https://www.yelp.com/biz/bobos-hot-dogs-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,118,"hotdog | Hot Dogs, hotdogs | Fast Food, sandwiches | Sandwiches",4.0,41.9524116516113,-87.8340759277344,True,True,False,$,8258 W Irving Park Rd,,,Chicago,60634,US,IL,"8258 W Irving Park Rd, Chicago, IL 60634",+17736259840,(773) 625-9840,1815.0495736494863
-NePLptmLM741sOxMEcoNg,La Botana,West Elsdon,la-botana-chicago,,False,https://www.yelp.com/biz/la-botana-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,2,"divebars | Dive Bars, karaoke | Karaoke",4.0,41.80543,-87.72389,False,False,False,,4818 S Pulaski Rd,,,Chicago,60632,US,IL,"4818 S Pulaski Rd, Chicago, IL 60632",+17738476642,(773) 847-6642,1056.8500957321417
-OJRN0QxQgU5ZXERDMHGNg,Strohacker Park,West Elsdon,strohacker-park-chicago,https://s3-media4.fl.yelpcdn.com/bphoto/2dDYKLtWkZeWS6iUTVVHDQ/o.jpg,False,https://www.yelp.com/biz/strohacker-park-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,2,"parks | Parks, playgrounds | Playgrounds",3.5,41.7941078843937,-87.7319019287825,False,False,False,,4347 W. 54th St.,,,Chicago,60632,US,IL,"4347 W. 54th St., Chicago, IL 60632",+13127476723,(312) 747-6723,623.4024450443999
-OQJ46qIRtus0qfrKn3U-g,Papa Santiago's Pizzeria,Archer Heights,papa-santiagos-pizzeria-chicago,https://s3-media1.fl.yelpcdn.com/bphoto/ynNDgSK84-xTW4d1zn-VIQ/o.jpg,False,https://www.yelp.com/biz/papa-santiagos-pizzeria-chicago?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,7,pizza | Pizza,4.5,41.8077336841718,-87.7253355458379,True,True,False,$$,4045 West 47th St,,,Chicago,60632,US,IL,"4045 West 47th St, Chicago, IL 60632",+17734549396,(773) 454-9396,291.6025196939775
-Ob4iaGJWNa1UBd-D6jHrw,Paulys Pizzeria,South Loop,paulys-pizzeria-chicago-6,https://s3-media4.fl.yelpcdn.com/bphoto/277fhr44gmpz1-ALX0418w/o.jpg,False,https://www.yelp.com/biz/paulys-pizzeria-chicago-6?adjust_creative=PeboZDsRVf7Ryw7esOnirA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=PeboZDsRVf7Ryw7esOnirA,192,pizza | Pizza,3.5,41.872631,-87.627115,True,True,False,$,719 S State St,,,Chicago,60605,US,IL,"719 S State St, Chicago, IL 60605",+13129571111,(312) 957-1111,266.24197812245484
